obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
,3580.39,,147000.0,C,54185.264,56978.256,3s2.3p.3d,3D*,1,3s2.3p.5p,3D,1,E1,T6066LS,
,3596.508,,11600.0,C,45321.848,48102.323,3s.3p3,3D*,3,3s2.3p.4p,3D,2,E1,T8363c22,
,3605.987,,47800.0,D+,54205.09,56978.256,3s2.3p.3d,3D*,2,3s2.3p.5p,3D,1,E1,T6066LS,
,3623.301,,29400.0,D+,54257.582,57017.496,3s2.3p.3d,3D*,3,3s2.3p.5p,3D,2,E1,T6066LS,
,3644.466,,27700.0,C,45276.188,48020.074,3s.3p3,3D*,1,3s2.3p.4p,3D,1,E1,T8363c22,
,3658.667,,1520000.0,B,54245.02,56978.256,3s2.3p.5s,3P*,0,3s2.3p.5p,3D,1,E1,T6066LS,
,3667.78,,14600.0,C,45293.629,48020.074,3s.3p3,3D*,2,3s2.3p.4p,3D,1,E1,T8363c22,
,3677.405,,64800.0,D+,57198.027,59917.336,3s2.3p.5p,3D,3,3s2.3p.nd,a 3P*,2,E1,T6066LS,
,3683.815,,555000.0,C+,57295.881,60010.458,3s2.3p.5p,3P,0,3s2.3p.nd,a 3P*,1,E1,T6066LS,
,3684.99,,1670000.0,C+,57328.789,60042.5,3s2.3p.5p,3P,1,3s2.3p.nd,a 3P*,0,E1,T6066LS,
,3698.665,,1980000.0,B,54313.818,57017.496,3s2.3p.5s,3P*,1,3s2.3p.5p,3D,2,E1,T6066LS,
,3729.021,,401000.0,C,57328.789,60010.458,3s2.3p.5p,3P,1,3s2.3p.nd,a 3P*,1,E1,T6066LS,
,3745.589,,2550000.0,B+,54528.22,57198.027,3s2.3p.5s,3P*,2,3s2.3p.5p,3D,3,E1,T6066LS,
,3753.137,,1060000.0,C+,54313.818,56978.256,3s2.3p.5s,3P*,1,3s2.3p.5p,3D,1,E1,T6066LS,
,3793.38,,40200.0,E,60704.53,63340.7,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.7d,3F*,3,E1,T6066LS',
,3823.09,,110000.0,C,59032.19,61647.875,3s2.3p.4d,3D*,2,3s2.3p.(2P*<3/2>).5f,2[3/2],2,E1,T6066LS',
,3858.967,,319000.0,C,59056.508,61647.875,3s2.3p.4d,3D*,1,3s2.3p.(2P*<3/2>).5f,2[3/2],2,E1,T6066LS',
,3863.171,,362000.0,C+,57328.789,59917.336,3s2.3p.5p,3P,1,3s2.3p.nd,a 3P*,2,E1,T6066LS,
,3872.42,,11400.0,C,48020.074,50602.44,3s2.3p.4p,3D,1,3s2.3p.3d,3P*,0,E1,T8363c22,
,3886.133,,27700.0,C+,51612.012,54185.264,3s2.3p.4p,1S,0,3s2.3p.3d,3D*,1,E1,T8363c22,
,3895.949,,3790.0,D+,47284.061,49850.83,3s2.3p.4p,1P,1,3s2.3p.3d,3F*,2,E1,T8363c22,
,3927.232,,4610.0,C,48020.074,50566.397,3s2.3p.4p,3D,1,3s2.3p.3d,3P*,1,E1,T8363c22,
,3933.571,,570000.0,C+,57468.239,60010.458,3s2.3p.5p,3P,2,3s2.3p.nd,a 3P*,1,E1,T6066LS,
,3955.535,,27900.0,E,56978.256,59506.359,3s2.3p.5p,3D,1,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",2,E1,T6066LS',
,3968.95,,43400.0,D,61614.37,64133.93,3s2.3p.(2P*<3/2>).5f,2[9/2],5,3s2.3p.8d,3F*,4,E1,T6066LS',
,3995.544,,877000.0,B,57798.072,60300.86,3s2.3p.5p,1D,2,3s2.3p.5d,1D*,2,E1,T6066,
,3999.07,,1730000.0,C+,57541.918,60042.5,3s2.3p.5p,3S,1,3s2.3p.nd,a 3P*,0,E1,T6066LS,
,3999.42,,1350.0,E,60704.53,63204.89,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.7d,3F*,2,E1,T6066LS',
,4000.71,,59500.0,D,56690.903,59190.46,3s2.3p.4d,3P*,2,3s2.3p.(2P*<3/2>).4f,2[3/2],1,E1,T6066LS',
,4015.73,,881000.0,C+,56700.25,59190.46,3s2.3p.4d,3P*,1,3s2.3p.(2P*<3/2>).4f,2[3/2],1,E1,T6066LS',
,4017.232,,517000.0,C+,54528.22,57017.496,3s2.3p.5s,3P*,2,3s2.3p.5p,3D,2,E1,T6066LS,
,4017.899,,397000.0,D,57017.496,59506.359,3s2.3p.5p,3D,2,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",2,E1,T6066LS',
,4032.642,,584.0,C,48020.074,50499.838,3s2.3p.4p,3D,1,3s2.3p.3d,3P*,2,E1,T8363c22,
,4050.978,,1660000.0,B,57541.918,60010.458,3s2.3p.5p,3S,1,3s2.3p.nd,a 3P*,1,E1,T6066LS,
,4058.32,,7000.0,C,48102.323,50566.397,3s2.3p.4p,3D,2,3s2.3p.3d,3P*,1,E1,T8363c22,
,4069.87,,1130000.0,C+,56733.38,59190.46,3s2.3p.4d,3P*,0,3s2.3p.(2P*<3/2>).4f,2[3/2],1,E1,T6066LS',
,4081.573,,54700.0,D+,54528.22,56978.256,3s2.3p.5s,3P*,2,3s2.3p.5p,3D,1,E1,T6066LS,
,4083.138,,916000.0,B,57468.239,59917.336,3s2.3p.5p,3P,2,3s2.3p.nd,a 3P*,2,E1,T6066LS,
,4170.985,,4450.0,C+,48102.323,50499.838,3s2.3p.4p,3D,2,3s2.3p.3d,3P*,2,E1,T8363c22,
,4209.79,,1480000.0,B,57541.918,59917.336,3s2.3p.5p,3S,1,3s2.3p.nd,a 3P*,2,E1,T6066LS,
,4332.13,,1780000.0,C,57198.027,59506.359,3s2.3p.5p,3D,3,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",2,E1,T6066LS',
,4356.69,,520000.0,D,56978.256,59273.575,3s2.3p.5p,3D,1,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",1,E1,T6066LS',
,4432.47,,1480000.0,C,57017.496,59273.575,3s2.3p.5p,3D,2,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",1,E1,T6066LS',
,4458.6,,1940000.0,D+,56978.256,59221.11,3s2.3p.5p,3D,1,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",0,E1,T6066LS',
,4473.18,,8580.0,C+,48264.292,50499.838,3s2.3p.4p,3D,3,3s2.3p.3d,3P*,2,E1,T8363c22,
,4592.27,,361000.0,D+,57328.789,59506.359,3s2.3p.5p,3P,1,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",2,E1,T6066LS',
,4722.18,,62900.0,C+,60848.946,62966.61,3s2.3p.5d,3F*,4,3s2.3p.(2P*<3/2>).6f,2[9/2],5,E1,T6066LS',
,4760.69,,66800.0,C,57017.496,59118.03,3s2.3p.5p,3D,2,3s2.3p.4d,3D*,3,E1,T6066LS,
,4811.74,,435000.0,C+,56978.256,59056.508,3s2.3p.5p,3D,1,3s2.3p.4d,3D*,1,E1,T6066LS,
,4868.71,,84200.0,C,56978.256,59032.19,3s2.3p.5p,3D,1,3s2.3p.4d,3D*,2,E1,T6066LS,
,4904.34,,137000.0,C,57017.496,59056.508,3s2.3p.5p,3D,2,3s2.3p.4d,3D*,1,E1,T6066LS,
,4906.48,,884000.0,C,57468.239,59506.359,3s2.3p.5p,3P,2,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",2,E1,T6066LS',
,4947.8,,252000.0,C+,56780.427,58801.529,3s2.3p.5p,1P,1,3s2.3p.4d,1P*,1,E1,T6066,
,4963.53,,368000.0,B,57017.496,59032.19,3s2.3p.5p,3D,2,3s2.3p.4d,3D*,2,E1,T6066LS,
,5056.39,,359000.0,D+,57295.881,59273.575,3s2.3p.5p,3P,0,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",1,E1,T6066LS',
,5090.51,,352000.0,D+,57541.918,59506.359,3s2.3p.5p,3S,1,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",2,E1,T6066LS',
,5124.1,,7660.0,E,61841.94,63793.52,3s2.3p.5d,3P*,2,3s2.3p.(2P*<3/2>).7f,2[3/2],1,E1,T6066LS',
,5141.95,,257000.0,D,57328.789,59273.575,3s2.3p.5p,3P,1,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",1,E1,T6066LS',
,5208.3,,408000.0,B,57198.027,59118.03,3s2.3p.5p,3D,3,3s2.3p.4d,3D*,3,E1,T6066LS,
,5237.26,,1320000.0,B,54871.031,56780.427,3s2.3p.5s,1P*,1,3s2.3p.5p,1P,1,E1,T6066,
,5262.7,,77400.0,D+,61614.37,63514.533,3s2.3p.(2P*<3/2>).5f,2[9/2],5,3s2.3p.7d,3F*,4,E1,T6066LS',
,5284.5,,946000.0,D+,57328.789,59221.11,3s2.3p.5p,3P,1,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",0,E1,T6066LS',
,5383.9,,99400.0,D,61936.13,63793.52,3s2.3p.5d,3P*,1,3s2.3p.(2P*<3/2>).7f,2[3/2],1,E1,T6066LS',
,5438.94,,1320000.0,C,57798.072,59636.667,3s2.3p.5p,1D,2,3s2.3p.(2P*<3/2>).6s<1/2>,"(3/2,1/2)*",1,E1,T6066LS',
,5443.47,,216.0,D,47351.554,49188.617,3s2.3p.3d,1D*,2,3s2.3p.4p,3P,2,E1,T8363c22,
,5452.1,,62200.0,C,57198.027,59032.19,3s2.3p.5p,3D,3,3s2.3p.4d,3D*,2,E1,T6066LS,
,5454.8,,127000.0,D+,61960.26,63793.52,3s2.3p.5d,3P*,0,3s2.3p.(2P*<3/2>).7f,2[3/2],1,E1,T6066LS',
,5460.15,,211000.0,B,48102.323,49933.775,3s2.3p.4p,3D,2,3s2.3p.3d,3F*,3,E1,T8363c22,
,5462.22,,198000.0,B,48020.074,49850.83,3s2.3p.4p,3D,1,3s2.3p.3d,3F*,2,E1,T8363c22,
,5465.8,,686000.0,B+,60704.53,62534.08,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.6d,3F*,4,E1,T6066LS',
,5539.14,,342000.0,D+,57468.239,59273.575,3s2.3p.5p,3P,2,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",1,E1,T6066LS',
,5585.0,,221000.0,B,48264.292,50054.8,3s2.3p.4p,3D,3,3s2.3p.3d,3F*,4,E1,T8363c22,
,5631.9,,406.0,E,60645.441,62421.03,3s2.3p.5d,3F*,2,3s2.3p.(2P*<3/2>).7p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,5632.78,,248000.0,B,51612.012,53387.334,3s2.3p.4p,1S,0,3s2.3p.3d,1P*,1,E1,T8363c22,
,5679.79,,645000.0,B,57295.881,59056.508,3s2.3p.5p,3P,0,3s2.3p.4d,3D*,1,E1,T6066LS,
,5719.16,,31300.0,C+,48102.323,49850.83,3s2.3p.4p,3D,2,3s2.3p.3d,3F*,2,E1,T8363c22,
,5774.82,,242000.0,D+,57541.918,59273.575,3s2.3p.5p,3S,1,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",1,E1,T6066LS',
,5778.55,,45900.0,C,59917.336,61647.875,3s2.3p.nd,a 3P*,2,3s2.3p.(2P*<3/2>).5f,2[3/2],2,E1,T6066LS',
,5787.98,,458000.0,B,57328.789,59056.508,3s2.3p.5p,3P,1,3s2.3p.4d,3D*,1,E1,T6066LS,
,5829.0,,13000.0,E,60705.464,62421.03,3s2.3p.5d,3F*,3,3s2.3p.(2P*<3/2>).7p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,5838.1,,175000.0,C,62421.03,64133.93,3s2.3p.(2P*<3/2>).7p<3/2>,"(3/2,3/2)",3,3s2.3p.8d,3F*,4,E1,T6066LS',
,5851.21,,87.5,E,47351.554,49060.601,3s2.3p.3d,1D*,2,3s2.3p.4p,3P,1,E1,T8363c22,
,5870.6,,788000.0,B+,57328.789,59032.19,3s2.3p.5p,3P,1,3s2.3p.4d,3D*,2,E1,T6066LS,
,5955.2,,220000.0,E,57541.918,59221.11,3s2.3p.5p,3S,1,3s2.3p.(2P*<1/2>).6s<1/2>,"(1/2,1/2)*",0,E1,T6066LS',
,5979.6,,15200.0,C,59032.19,60704.53,3s2.3p.4d,3D*,2,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,5979.8,,58400.0,C+,60704.53,62376.82,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.6d,3F*,3,E1,T6066LS',
,5989.88,,19400.0,C+,48264.292,49933.775,3s2.3p.4p,3D,3,3s2.3p.3d,3F*,3,E1,T8363c22,
,6061.4,,954000.0,B+,57468.239,59118.03,3s2.3p.5p,3P,2,3s2.3p.4d,3D*,3,E1,T6066LS,
,6077.5,,2190.0,E,60704.53,62349.93,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,3s2.3p.6d,3F*,2,E1,T6066LS',
,6107.18,,585000.0,B,60010.458,61647.875,3s2.3p.nd,a 3P*,1,3s2.3p.(2P*<3/2>).5f,2[3/2],2,E1,T6066LS',
,6231.1,,733000.0,B,60042.5,61647.36,3s2.3p.nd,a 3P*,0,3s2.3p.(2P*<3/2>).5f,2[3/2],1,E1,T6066LS',
,6296.16,,23700.0,D+,57468.239,59056.508,3s2.3p.5p,3P,2,3s2.3p.4d,3D*,1,E1,T6066LS,
,6303.03,,662.0,C,48264.292,49850.83,3s2.3p.4p,3D,3,3s2.3p.3d,3F*,2,E1,T8363c22,
,6303.2,,104000.0,C+,59118.03,60704.53,3s2.3p.4d,3D*,3,3s2.3p.(2P*<3/2>).6p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,6314.1,,27400.0,D,62966.61,,3s2.3p.(2P*<3/2>).6f,2[9/2],5,3s2.3p.9d,3F*,4,E1,T6066LS',
,6361.0,,115000.0,C,60848.946,62421.03,3s2.3p.5d,3F*,4,3s2.3p.(2P*<3/2>).7p<3/2>,"(3/2,3/2)",3,E1,T6066LS',
,6394.1,,204000.0,B,57468.239,59032.19,3s2.3p.5p,3P,2,3s2.3p.4d,3D*,2,E1,T6066LS,
,6485.8,,18700.0,C+,49060.601,50602.44,3s2.3p.4p,3P,1,3s2.3p.3d,3P*,0,E1,T8363c22,
,6501.52,,14200.0,C+,49028.294,50566.397,3s2.3p.4p,3P,0,3s2.3p.3d,3P*,1,E1,T8363c22,
,6501.5,,35500.0,C,61447.86,62985.96,3s2.3p.5d,3D*,2,3s2.3p.(2P*<3/2>).6f,2[3/2],1,E1,T6066LS',
,6561.4,,13700.0,D,62421.03,63945.1,3s2.3p.(2P*<3/2>).7p<3/2>,"(3/2,3/2)",3,3s2.3p.8d,3F*,3,E1,T6066LS',
,6641.01,,1010.0,C,49060.601,50566.397,3s2.3p.4p,3P,1,3s2.3p.3d,3P*,1,E1,T8363c22,
